fdc_id	g	ml	desc	comment
168112	232.00	236.60		
168113	 29.80	 29.58		
168113	 74.00	  0.00	bar	
168114	226.00	236.60		
168115	 14.00	 14.79		
168115	224.00	236.60		
168116	 26.00	236.60		
168116	 28.00	  0.00	bag, single serving	
168116	 18.00	  0.00	10x chips	
168117	253.00	236.60		
168117	 31.60	 29.58		
168118	138.00	236.60	pieces	
168118	 28.00	  0.00	slice, medium	
168118	 43.00	  0.00	slice, thick	
168118	 14.00	  0.00	slice, thin	
168119	144.00	236.60		
168120	 85.00	  0.00	3x oz, boneless	
168120	 28.00	  0.00	medium slice	approx 3" x 2" x 1/4"
168120	 42.00	  0.00	thick slice	approx 3" x 2" x 3/8"
168121	140.00	236.60	diced	
168121	113.00	236.60	shredded	
168121	 18.00	 16.39		
168121	 21.00	  0.00	slice	
168122	  1.70	  4.93	dry	
168123	240.00	236.60		8 fl oz
168123	 30.00	 29.58		
168124	 28.00	  0.00	slice	
168124	 15.00	 16.39		
168124	108.00	236.60	shredded	
168124	132.00	236.60	diced	
168125	 16.00	 14.79		
168126	 36.00	  0.00	medium	2-1/2" dia
168126	 28.00	  0.00	roll	pan, dinner, or small roll) (2" square, 2" high
168127	 88.00	236.60	crushed	
168127	 28.00	  0.00	bag, single serving	
168127	 18.00	  0.00	10x chips	
168128	253.00	236.60		
168129	 58.00	236.60		
168130	 54.00	  0.00	bar	
168131	 57.00	  0.00	frankfurter	
168131	151.00	236.60	sliced	
168132	 55.00	  0.00	serving 1.75 fl oz pop	
168133	 15.00	 14.79		
168133	113.00	  0.00	jar NFS	
168133	113.00	  0.00	jar Gerber Second Food	4 oz
168133	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
168133	113.00	  0.00	jar Heinz Strained-2	4 oz
168134	 15.00	 14.79		
168134	113.00	  0.00	jar NFS	
168134	113.00	  0.00	jar Heinz Strained-2	4 oz
168135	 15.00	 14.79		
168135	113.00	  0.00	jar NFS	
168135	113.00	  0.00	jar Gerber Second Food	4 oz
168135	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
168135	120.00	  0.00	jar Heinz Strained-2	4.25 oz
168136	148.00	236.60		
168136	 10.20	 16.39		
168137	 63.00	236.60	crushed	
168137	 16.00	  0.00	10x chips	
168138	 30.00	177.45		1 NLEA serving
168140	 15.00	 14.79		
168141	 28.00	  0.00	slice	1 oz
168141	 15.00	 16.39		
168141	108.00	236.60	shredded	
168141	132.00	236.60	diced	
168142	  0.10	  0.00	serving	
168143	  9.90	  0.00	serving	
168143	 40.00	  0.00	package 1.4 oz box, 4 servings	
168144	118.00	118.30		
168145	 19.00	 14.79		
168145	300.00	236.60		
168146	  8.00	  0.00	serving	
168146	 32.00	  0.00	package 4 servings	
168148	 45.00	  0.00	leg	
168149	 80.00	  0.00	piece	5-1/2" x 1-1/2" x 1/2"
168149	 17.00	 16.39	boneless	
168149	136.00	236.60	cooked	
168150	135.00	236.60		
168150	  9.00	  0.00	3x fruit	
168153	180.00	236.60	sliced	
168153	 69.00	  0.00	fruit	2" dia
168153	148.00	  0.00	NLEA serving	
168154	 19.00	  0.00	fruit without refuse	
168155	 67.00	  0.00	fruit	2" dia
168155	 67.00	  0.00	NLEA serving	
168156	242.00	236.60		
168156	 30.80	 29.58		
168156	 44.00	  0.00	lime yields	
168157	246.00	236.60		
168157	 30.80	 29.58		
168158	 40.00	 59.15		
168159	234.00	236.60		
168159	 86.00	  0.00	5x prunes with liquid	
168160	132.00	236.60		
168161	280.00	236.60		
168162	174.00	236.60	pitted	
168162	  9.50	  0.00	prune, pitted	
168163	 92.00	  0.00	fruit without refuse	
168164	165.00	236.60	packed	
168164	145.00	236.60		not packed
168165	165.00	236.60	packed	
168165	145.00	236.60		not packed
168165	 14.00	  0.00	miniature box	.5 oz
168165	 43.00	  0.00	small box	1.5 oz
168165	 26.00	  0.00	50x raisins	
168166	165.00	236.60	packed	
168166	145.00	236.60		not packed
168167	150.00	236.60	drained	
168167	214.00	236.60		
168167	  9.00	  0.00	fruit	
168168	137.00	236.60	diced	
168169	240.00	236.60		
168170	 57.00	236.60	without refuse	
168172	254.00	236.60		
168173	221.00	236.60	thawed	
168173	149.00	236.60	unthawed	
168173	 10.60	  0.00	berry	
168173	567.00	  0.00	package	20 oz
168174	255.00	236.60	thawed	
168174	284.00	  0.00	package	10 oz
168175	250.00	236.60	pulp	
168175	155.00	  0.00	fruit	2-7/8" dia
168176	243.00	236.60	pureed	
168176	 42.00	  0.00	fruit without peel	
168176	205.00	236.60	1/2" chunks	
168177	122.00	  0.00	fruit 2-1/4" high x 2-1/2" dia	
168177	275.00	  0.00	fruit 3-3/8" high x 3" diameter	
168178	214.00	236.60		
168179	244.00	236.60		
168180	319.00	236.60		
168181	222.00	236.60		
168181	 73.00	  0.00	half	
168181	 12.70	  0.00	slice	
168182	201.00	236.60		
168182	 48.00	  0.00	half	
168183	183.00	236.60	with pits, yields	
168184	189.00	236.60		
168185	220.00	236.60		
168186	250.00	236.60		
168186	 31.20	 29.58		
168187	250.00	236.60		
168187	 31.30	 29.58		
168188	211.00	  0.00	can	6 fl oz
168189	251.00	236.60		
168189	246.00	236.60		
168190	178.00	236.60	drained	
168191	 24.00	  0.00	date, pitted	
168192	243.00	236.60	chopped or diced	
168192	602.00	  0.00	fruit	
168193	165.00	236.60	chunks	
168193	175.00	  0.00	slice	4-2/3" dia x 3/4" thick
168193	1002.00	  0.00	fruit	
168193	112.00	  0.00	NLEA serving	
168194	165.00	236.60	chunks	
168194	166.00	  0.00	slice	4-2/3" dia x 3/4" thick
168194	905.00	  0.00	fruit	
168194	112.00	  0.00	NLEA serving	
168195	 74.00	  0.00	fruit	
168196	251.00	236.60		
168197	250.00	236.60		
168198	250.00	236.60		
168199	118.00	236.60		
168199	 53.00	  0.00	10x slices	1/4" thick
168200	169.00	236.60		
168201	109.00	236.60	sliced	
168201	260.00	  0.00	large	
168201	212.00	  0.00	medium	
168201	158.00	  0.00	small	
168202	109.00	236.60	sliced	
168202	215.00	  0.00	large	
168202	169.00	  0.00	medium	
168202	129.00	  0.00	small	
168203	109.00	236.60	sliced	
168203	206.00	  0.00	large	
168203	167.00	  0.00	medium	
168203	144.00	  0.00	small	
168204	109.00	236.60	sliced	
168204	200.00	  0.00	large	
168204	172.00	  0.00	medium	
168204	157.00	  0.00	small	
168205	250.00	236.60		
168205	 31.30	 29.58		
168206	240.00	236.60		
168207	253.00	236.60		
168207	 31.60	 29.58		
168208	227.00	236.60		
168209	140.00	236.60	unthawed	
168210	335.00	334.20		
168211	 81.00	  0.00	fruit	
168212	200.00	199.63		
168212	240.00	236.60		
168213	233.00	236.60		
168214	228.00	236.60		
168215	267.00	  0.00	plantain	
168216	137.00	236.60		
168223	135.00	236.60	diced	
168225	135.00	236.60	diced	
168226	3868.00	  0.00	roast	
168227	2900.00	  0.00	roast	
168228	3868.00	  0.00	roast	
168229	2900.00	  0.00	roast	
168230	106.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 151 g
168231	 80.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 151 g
168232	 79.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 151 g
168233	 81.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 151 g
168234	263.00	  0.00	chop	
168235	206.00	  0.00	chop	
168236	219.00	  0.00	chop	
168237	830.00	  0.00	roast	
168238	199.00	  0.00	chop without refuse	Yield from 1 raw chop, with refuse, weighing 259g
168239	187.00	  0.00	chop	
168240	146.00	  0.00	chop without refuse	Yield from 1 cooked chop, with refuse, weighing 209g
168241	900.00	  0.00	roast	
168242	133.00	  0.00	chop without refuse	Yield from 1 raw chop, with refuse, weighing 201g
168243	187.00	  0.00	chop	
168244	 67.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 151 g
168245	783.00	  0.00	roast	
168246	1327.00	  0.00	roast without refuse	Yield from 1 raw roast, with refuse, weighing 1817g
168247	195.00	  0.00	chop	
168248	985.00	  0.00	roast without refuse	
168249	505.00	  0.00	roast	
168250	333.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
168250	402.00	  0.00	roast	
168251	185.00	  0.00	chop	
168252	135.00	  0.00	chop	
168253	145.00	  0.00	chop	
168255	2745.00	  0.00	roast	
168256	2252.00	  0.00	roast	
168257	135.00	236.60	diced	
168258	2745.00	  0.00	roast	
168259	262.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
168260	258.00	  0.00	steak without refuse	Yield from 1 raw steak, with refuse, weighing 379g
168261	249.00	  0.00	steak	
168262	147.00	  0.00	steak, excluding refuse	yield from 1 raw steak, with refuse, weighing 300 g
168263	170.00	  0.00	chop	
168267	226.00	  0.00	heart	
168268	145.00	236.60		
168268	129.00	  0.00	heart	
168270	233.00	  0.00	kidney	
168276	231.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
168277	 28.00	  0.00	slice raw	
168277	442.00	  0.00	package	
168278	 68.00	  0.00	3x slices	
168278	340.00	  0.00	package	12 oz
168279	140.00	236.60		
168280	140.00	236.60		
168281	140.00	236.60		
168284	140.00	236.60		
168285	137.00	  0.00	chop	
168286	170.00	  0.00	chop	
168289	376.00	  0.00	piece, cooked	yield from 1 lb unheated product
168292	172.00	  0.00	chop	
168293	169.00	  0.00	chop	
168294	142.00	  0.00	chop	
168295	140.00	236.60		
168295	 28.00	  0.00	slice	6-1/4" x 4" x 1/16") (1 oz
168296	140.00	236.60		
168297	247.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
168298	137.00	  0.00	chop	
168301	317.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
168302	 88.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 113 g
168303	 72.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 113 g
168304	 71.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 113 g
168305	197.00	  0.00	rib	
168306	 80.00	  0.00	rib without refuse	yield from 1 cooked rib, with refuse, weighing 141g
168307	138.00	  0.00	rack	
168308	210.00	  0.00	chop	
168309	161.00	  0.00	chop	
168310	159.00	  0.00	chop	
168311	638.00	  0.00	roast	
168312	505.00	  0.00	roast	Yield from 1 raw roast, with refuse, weighing 504g
168313	 73.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 113 g
168314	2195.00	  0.00	roast	
168315	2195.00	  0.00	roast	
168318	112.00	  0.00	serving	
168319	112.00	  0.00	serving	
168320	112.00	  0.00	serving	
168321	  9.10	  0.00	slice cooked	
168322	 11.50	  0.00	slice	
168325	446.00	  0.00	slice	
168326	138.00	  0.00	slice	
168327	 85.00	  0.00	serving	3 oz
168327	1995.00	  0.00	roast	
168329	189.00	  0.00	slice	
168330	445.00	  0.00	slice	
168331	145.00	  0.00	slice	
168331	920.00	  0.00	roast	
168331	 85.00	  0.00	serving	3 oz
168332	2533.00	  0.00	roast rump	
168333	277.00	  0.00	slice	
168334	1497.00	  0.00	roast	
168339	430.00	  0.00	slice	
168340	 85.00	  0.00	3x oz spiral slice	
168340	453.60	  0.00	lb spiral slice	
168341	 85.00	  0.00	3x oz spiral slice	
168341	453.60	  0.00	lb spiral slice	
168343	 85.00	  0.00	3x oz shank	
168343	453.60	  0.00	lb shank	
168344	 85.00	  0.00	3x oz rump	
168344	453.60	  0.00	lb rump	
168345	 85.00	  0.00	3x oz whole	
168345	453.60	  0.00	lb whole	
168349	1867.00	  0.00	roast	
168350	2533.00	  0.00	roast rump	
168351	3204.00	  0.00	roast shank	
168352	446.00	  0.00	slice	
168353	277.00	  0.00	slice	
168354	145.00	  0.00	slice	
168354	920.00	  0.00	roast	
168355	1497.00	  0.00	roast	
168356	2874.00	  0.00	roast rump	
168357	2800.00	  0.00	roast shank	
168359	366.00	  0.00	slice	
168360	425.00	  0.00	slice	
168364	107.00	  0.00	chop	
168365	393.00	  0.00	steak	
168366	264.00	  0.00	steak	
168368	194.00	  0.00	piece	
168369	105.00	  0.00	piece	
168370	609.00	  0.00	piece	
168371	765.00	  0.00	piece	
168373	 85.00	  0.00	3x oz grilled patties	
168374	 85.00	  0.00	3x oz grilled patties	
168375	 85.00	  0.00	3x oz grilled patties	
168376	1071.00	  0.00	ribs	
168377	878.00	  0.00	ribs	
168378	122.00	  0.00	rack	
168379	138.00	  0.00	rack	
168380	131.00	  0.00	chop	
168381	176.00	  0.00	chop	
168382	 26.00	  0.00	slice	
168382	446.00	  0.00	package	
168383	 13.80	  0.00	slice	
168384	 33.00	236.60		
168384	  3.00	 14.79		
168385	 28.00	236.60		
168385	 14.00	  0.00	leaf	
168386	120.00	  0.00	artichoke, medium	
168386	 84.00	118.30	hearts	
168387	 84.00	  0.00	0.33x package	
168387	255.00	  0.00	package	9 oz
168388	168.00	236.60		
168388	240.00	  0.00	package , yields	9 oz
168388	 80.00	  0.00	0.33x package yields	9 oz
168389	134.00	236.60		
168389	 12.00	  0.00	spear, small	5" long or less
168389	 16.00	  0.00	spear, medium	5-1/4" to 7" long
168389	 20.00	  0.00	spear, large	7-1/4" to 8-1/2"
168389	 24.00	  0.00	spear, extra large	8-3/4" to 10" long
168389	  3.50	  0.00	spear tip	2" long or less
168390	 90.00	118.30		
168390	 60.00	  0.00	4x spears	1/2" base
168391	  4.00	  0.00	leaf	
168391	 24.00	118.30		
168392	 58.00	236.60		
168393	 93.00	236.60		1/2" pieces
168393	124.00	  0.00	balsam-pear	
168394	124.00	236.60		1/2" pieces
168394	 62.00	118.30		1/2" pieces
168396	156.00	236.60		
168397	150.00	236.60	drained, rinsed	
168397	266.00	  0.00	can drained, rinsed	
168398	136.00	236.60		
168398	284.00	  0.00	package	
168399	165.00	236.60		
168399	284.00	  0.00	package yields	10 oz
168400	165.00	236.60	kernels	
168400	125.00	  0.00	ear, yields	
168401	165.00	236.60	kernels	
168401	 63.00	  0.00	ear, yields	
168402	165.00	236.60		
168403	160.00	236.60		
168403	284.00	  0.00	package	10 oz
168404	170.00	236.60		
168405	 94.00	236.60		
168405	 12.00	  0.00	pod	
168406	 53.00	236.60	chopped	
168407	 50.00	236.60		
168407	  1.00	  0.00	sprig	
168408	135.00	236.60		
168408	 68.00	118.30		
168409	 52.00	118.30	slices	
168409	301.00	  0.00	cucumber	8-1/4"
168410	118.00	236.60		
168410	432.00	  0.00	package	
168411	155.00	236.60		
168412	 25.00	118.30	chopped	
168412	513.00	  0.00	head	
168413	150.00	236.60		
168414	 95.00	236.60		1" pieces
168414	178.00	  0.00	gourd	
168415	178.00	236.60		1" pieces
168415	 89.00	118.30		1" slices
168416	 21.00	236.60	chopped	
168417	 42.00	236.60	chopped	
168418	 24.00	236.60		
168419	 28.00	236.60		
168420	 87.00	236.60		
168421	 21.00	236.60		
168422	 54.00	236.60		
168422	  5.40	  0.00	piece	
168423	 66.00	236.60		
168423	 12.90	  0.00	piece	
168424	135.00	236.60		
168424	 16.00	  0.00	slice	
168425	165.00	236.60	slices	
168426	124.00	  0.00	leek	
168426	 26.00	 59.15	chopped or diced	
168427	 77.00	236.60		
168429	 55.00	236.60	shredded or chopped	
168429	163.00	  0.00	head	5" dia
168429	 15.00	  0.00	leaf, large	
168429	  7.50	  0.00	leaf, medium	
168429	  5.00	  0.00	leaf	
168430	 60.00	118.30		
168430	 89.00	  0.00	10x slices	2-1/2" dia
168431	 28.00	236.60	shredded	
168431	  2.60	  0.00	leaf inner	
168431	 17.00	  0.00	leaf outer	
168431	309.00	  0.00	head	
168431	 85.00	  0.00	NLEA serving	
168432	 68.00	118.30	cubes	
168432	420.00	  0.00	yam	
168433	145.00	236.60	cubes	
168434	 87.00	236.60	whole	
168434	 72.00	236.60	sliced	
168434	 20.00	  0.00	piece whole	
168435	 89.00	236.60	whole	
168435	 97.00	236.60	sliced	
168435	 19.00	  0.00	piece whole	
168436	  3.60	  0.00	mushroom	
168436	 15.00	  0.00	4x mushrooms	
168437	145.00	236.60	pieces	
168437	 72.00	  0.00	4x mushrooms	
168438	150.00	236.60	chopped	
168439	180.00	236.60	chopped	
168440	 56.00	236.60	chopped	
168441	180.00	236.60	chopped	
168442	 89.00	  0.00	10x strip	
168442	255.00	  0.00	package	9 oz
168444	153.00	  0.00	10x strip	
168445	133.00	  0.00	10x strip	
168446	160.00	236.60		
168447	 71.00	236.60		
168448	116.00	236.60		1" cubes
168449	245.00	236.60	mashed	
168450	245.00	236.60		
168451	116.00	236.60	slices	
168451	338.00	  0.00	radish	7" long
168452	147.00	236.60	sliced	
168453	116.00	236.60		
168454	140.00	236.60	cubes	
168454	772.00	  0.00	large	
168454	386.00	  0.00	medium	
168454	192.00	  0.00	small	
168455	170.00	236.60	cubes	
168455	240.00	236.60	mashed	
168456	 10.00	 29.58		1/8 cup
168457	 10.00	 29.58		1/8 cup
168458	 26.00	  0.00	10x sheets	
168458	 10.00	 29.58		1/8 cup
168459	  3.00	  0.00	flower	
168459	 20.00	236.60	flowers	
168460	 94.00	236.60		
168462	 30.00	236.60		
168462	340.00	  0.00	bunch	
168462	 10.00	  0.00	leaf	
168462	284.00	  0.00	package	10 oz
168463	180.00	236.60		
168464	127.00	236.60	sliced	
168465	180.00	236.60	sliced	
168465	 90.00	118.30	slices	
168466	210.00	236.60	diced	
168466	240.00	236.60	mashed	
168466	216.00	236.60	slices	
168466	  8.00	  0.00	slice	
168466	241.00	  0.00	can	303 x 406
168467	130.00	236.60	slices	
168468	192.00	236.60	slices	
168469	 95.00	  0.00	0.33x package	10 oz
168469	284.00	  0.00	package	10 oz
168469	1361.00	  0.00	package	3 lb
168470	223.00	236.60		
168471	227.00	236.60		
168472	140.00	236.60	cubes	
168472	431.00	  0.00	squash	4 inch dia
168473	113.00	  0.00	0.33x package	12 oz
168473	340.00	  0.00	package	12 oz
168473	1814.00	  0.00	package	4 lb
168474	240.00	236.60	mashed	
168475	116.00	236.60	cubes	
168476	205.00	236.60	cubes	
168477	192.00	236.60		
168478	266.00	236.60		
168479	255.00	236.60		
168480	156.00	236.60		
168480	284.00	  0.00	package	10 oz
168481	170.00	236.60		
168482	133.00	236.60	cubes	
168482	130.00	  0.00	sweetpotato, 5" long	
168483	200.00	236.60		
168483	180.00	  0.00	large	
168483	114.00	  0.00	medium	2" dia, 5" long, raw
168483	 60.00	  0.00	small	
168484	328.00	236.60	mashed	
168484	151.00	  0.00	medium	
168485	255.00	236.60	mashed	
168485	200.00	236.60	pieces	
168486	132.00	236.60	sliced	
168487	 28.00	236.60		
168487	 10.00	  0.00	leaf	11" x 6-1/2"
168488	145.00	236.60		
168489	 43.00	118.30	slices	
168489	 83.00	  0.00	shoot	
168490	120.00	236.60	sliced	
168490	 33.00	  0.00	root	
168491	 51.00	236.60	chopped	
168491	 18.00	  0.00	leaf	
168492	132.00	236.60		
168493	 12.00	  0.00	corm, medium	
168494	180.00	236.60		
168494	293.00	  0.00	package yields	10 oz
168494	 60.00	  0.00	4x spears	
168495	 58.00	236.60		
168496	124.00	236.60		1/2" pieces
168497	120.00	236.60		1/2" slices
168497	144.00	  0.00	shoot	
168498	170.00	236.60		
168498	311.00	  0.00	package yields	10 oz
168499	124.00	236.60		
168501	 94.00	  0.00	0.33x package yields	10 oz
168501	284.00	  0.00	package yields	10 oz
168502	120.00	118.30		
168502	439.00	  0.00	can	303 x 406
168503	120.00	118.30		
168503	439.00	  0.00	can	303 x 406
168504	120.00	118.30		
168504	439.00	  0.00	can	303 x 406
168505	153.00	236.60		
168505	 62.00	  0.00	10x beans	
168505	262.00	  0.00	can	303 x 406
168506	 85.00	118.30	slices	
168506	100.00	  0.00	2x beets	2" dia, sphere
168507	246.00	236.60		
168508	144.00	236.60		1" pieces
168510	 78.00	118.30	chopped	
168510	280.00	  0.00	stalk, large	11"-12" long
168510	180.00	  0.00	stalk, medium	7-1/2" - 8" long
168510	140.00	  0.00	stalk, small	5" long
168510	 37.00	  0.00	spear	about 5" long
168511	184.00	236.60		
168512	 92.00	118.30		
168512	250.00	  0.00	package yields	10 oz
168513	 21.00	  0.00	sprout	
168513	 78.00	118.30		
168514	 75.00	118.30	shredded	
168514	1262.00	  0.00	head	
168515	 22.00	  0.00	leaf	
168515	 75.00	118.30	shredded	
168516	145.00	236.60	shredded	
168517	170.00	236.60	shredded	
168518	146.00	236.60	sliced	
168518	228.00	236.60	mashed	
168518	  2.80	  0.00	slice	
168518	284.00	  0.00	can	303 x 406
168519	146.00	236.60	slices	
168520	 62.00	118.30		1" pieces
168520	 54.00	  0.00	3x flowerets	
168521	180.00	236.60		1" pieces
168522	100.00	236.60		1" pieces
168523	190.00	236.60	chopped	
168524	170.00	236.60	chopped	
168525	 89.00	  0.00	ear small	5-1/2" to 6-1/2" long
168525	103.00	  0.00	ear medium	6-3/4" to 7-1/2" long
168525	118.00	  0.00	ear large	7-3/4" to 9" long
168525	149.00	236.60		
168525	  8.00	  0.00	baby ear	
168525	 77.00	  0.00	ear, yields	
168526	165.00	236.60		
168527	170.00	236.60		
168528	 95.00	236.60		
168529	 53.00	236.60	chopped	
168530	178.00	236.60		1" pieces
168530	 89.00	118.30		1" slices
168531	 42.00	236.60	chopped	
168532	118.00	236.60	slices	
168533	 87.00	236.60		
168534	180.00	236.60	chopped	
168535	124.00	  0.00	leek	
168535	 26.00	 59.15	chopped	
168536	 60.00	118.30		
168536	 89.00	  0.00	10x slices	2-1/2" dia
168537	156.00	236.60	pieces	
168537	  9.80	 14.79		
168537	 12.00	  0.00	mushroom	
168538	 73.00	  0.00	ear, small	5-1/2" to 6-1/2" long
168538	 90.00	  0.00	ear, medium	6-3/4" to 7-1/2" long
168538	143.00	  0.00	ear, large	7-3/4" to 9" long
168538	154.00	236.60	kernels	
168539	 89.00	  0.00	ear, small	5-1/2" to 6-1/2" long
168539	103.00	  0.00	ear, medium	6-3/4" to 7-1/2" long
168539	116.00	  0.00	ear, large	7-3/4" to 9" long
168539	157.00	236.60	cut	
168539	 77.00	  0.00	ear, yields	
168540	 89.00	  0.00	ear, small	5-1/2" to 6-1/2" long
168540	103.00	  0.00	ear, medium	6-3/4" to 7-1/2" long
168540	118.00	  0.00	ear, large	7-3/4" to 9" long
168540	157.00	236.60	cut	
168540	 77.00	  0.00	ear, yields	
168541	256.00	236.60		
168541	482.00	  0.00	can	303 x 406
168542	210.00	236.60		
168542	340.00	  0.00	can	303 x 406
168543	210.00	236.60		
168543	340.00	  0.00	can	303 x 406
168544	165.00	236.60		
168544	284.00	  0.00	package	10 oz
168545	165.00	236.60		
168545	284.00	  0.00	package yields	10 oz
168546	140.00	236.60	halves	
168546	 70.00	118.30	halves	
